Headline,IDLink,PublishDate,Source,Title,Topic,TS1,TS2,TS3,stage,label_available
"The joint report by Deloitte Corporate Finance Limited (DCFL) and the Dubai Economic Council (DEC) focuses on debt capital market, both",25934,2016-02-20 20:01:28,gulfnews.com,Dubai urged to develop debt market for global Islamic economy hub ...,economy,,0.0,0.0,calibration,True
"PORTAGE """""" The proposed Portage Sport Resort development on the city's north side could provide a $60 million annual economic boost to",25938,2016-02-20 21:09:31,nwitimes.com,Proposed Sport Resort could add $60 million to annual economy,economy,,3.0,3.0,calibration,True
"Electric vehicles are part of the vanguard of China's innovation-based 'new normal' economy, which is meant to combat the slowdown in its",25943,2016-02-20 22:15:26,The Hindu,China steps up electric vehicle drive to lift nation's 'new normal ...,economy,1.0,1.0,1.0,calibration,True
"""""""The turnaround in the economy is real. We have paid the single spine arrears, cleared subsidies and the prospects are improving,"""""" he said.",25998,2016-02-21 11:03:28,Pulse.com.gh,Economy: Ghana's economic turnaround is 'real' - Seth Terkper,economy,,0.0,0.0,calibration,True
Iran expects to attract $15 billion in direct foreign investment this year as the biggest economy closed to international business since the fall of,25999,2016-02-21 11:32:24,Press TV,Iran laying basis for non-oil economy,economy,,1.0,1.0,calibration,True
"Aerial views of the many construction sites around Clearwater Beach. (Photo: Luis Santana, Tampa Bay Times).",26002,2016-02-21 12:04:30,WTSP 10 News,Sunday Conversation: The state of Tampa Bay's economy,economy,,1.0,1.0,calibration,True
Durban - The economic future of South Africa lies in the hands of Finance Minister Pravin Gordhan who is to deliver his Budget speech this,26001,2016-02-21 12:09:26,Independent Online,Economy will get much worse,economy,0.0,0.0,0.0,calibration,True
"The global price of oil has plunged by 70 percent since its peak in 2014, which accounted for two-thirds of the Nigerian government's revenue.",26004,2016-02-21 13:29:27,AfricaNews,Buhari under pressure to revive Nigeria's ailing economy,economy,0.0,0.0,0.0,calibration,True
Sky News has obtained the text of a letter expected to be published on Tuesday which will say that leaving the EU &quot;would put the economy at,26008,2016-02-21 14:03:28,Sky News,FTSE Chiefs: Brexit 'Risk' To UK Economy,economy,12.0,23.0,32.0,calibration,True
"We at MacroBusiness were thrilled when Malcolm Turnbull took over as Prime Minister, believing that Australia now had a leader that would",26017,2016-02-21 14:50:30,MacroBusiness (blog),Turnbull's recipe to ruin the Australian economy,economy,,,0.0,calibration,True
"ST. LOUIS (KTVI)- Eight years after the financial crisis, serious weaknesses still plague the global economy. Low gas prices, sinking stock",26018,2016-02-21 15:16:30,fox2now.com,How troubles in the global economy may affect your retirement,economy,,1.0,2.0,calibration,True
"THE PHILIPPINES' debt burden has eased significantly since President Benigno S. C. Aquino III assumed office, the Finance chief said,",26021,2016-02-21 15:40:30,BusinessWorld Online Edition,Purisima says sound borrowing grew economy,economy,,0.0,0.0,calibration,True
"Minister Richards """"""laid down a two-track strategy to get Bermuda back on its feet,"""""" one track was to pursue any opportunity to grow the economy",26024,2016-02-21 15:50:27,Bernews,Premier: 'Two-Track Strategy' To Help Economy,economy,,2.0,2.0,calibration,True
"Arizona's growing non-profit sector is an important economic driver for the state and &quot;a force to be reckoned with,&quot; but it's also an arena",26035,2016-02-21 16:53:28,azcentral.com,Non-profits are 'force to be reckoned with' in Arizona's economy,economy,,,2.0,calibration,True
"The United States is still a sheltered harbor in a world of economic tossing and turning, but fresh worries about the way forward are likely to",26030,2016-02-21 17:02:23,MarketWatch,"Down but not out, US economy still a beacon of growth",economy,1.0,2.0,2.0,calibration,True
Former prime minister Thaksin Shinawatra yesterday accused the junta of jeopardising the nation's fragile economy by pushing for a new,26039,2016-02-21 18:02:25,The Nation,"Junta will ruin economy if new charter passed, Thaksin claims",economy,0.0,0.0,0.0,calibration,True
"China's overcapacity in heavy industries is wreaking """"""far-reaching"""""" damage on the global economy, with steel production """"""completely",26128,2016-02-22 06:01:23,South China Morning Post (subscription),China's industrial overcapacity damaging global economy: study,economy,,2.0,2.0,calibration,True
"A senior economy official confirmed that more than 2.5 million refugees were supporting growth via consumer spending, hoping that with",26137,2016-02-22 07:01:25,Daily Mail,Fridges and flour: Syrian refugees boost Turkish economy,economy,,0.0,0.0,calibration,True
"Participants in this economy are typically younger, with the 25 to 34 age group accounting for the largest part of the gig workforce. They are",26138,2016-02-22 07:01:28,Insurance Journal,Gig Economy Now 6.5% of US Workforce; Provides Extra Income for ...,economy,,2.0,4.0,calibration,True
"Government has conceded that the struggling economy has a ripple effect on small businesses, particularly the 4 million informal traders in",26139,2016-02-22 07:03:32,Eyewitness News,'SA financial woes has ripple effect on informal economy',economy,,1.0,3.0,calibration,True
"SEOUL, Feb. 22 (Xinhua) -- South Korea's top economic policymaker said Monday that the government will make best efforts at minimizing",26143,2016-02-22 07:22:27,Xinhua,S. Korea to make efforts at minimizing economic impact from DPRK ...,economy,,0.0,0.0,calibration,True
The economy is confronted with new challenges and the art of the economy is the right answer to the different questions that society define.,26142,2016-02-22 07:25:24,New Europe,General Manager of the Innovation and Knowledge Society in Portugal,economy,,0.0,0.0,calibration,True
"Charles Diebel, head of rates and multi strategy fixed income at Aviva Investors, discusses negative interest rates, their impact on inflation and",26146,2016-02-22 07:35:29,Bloomberg,Negative Rates: Will They Really Help the Economy?,economy,,,1.0,calibration,True
"He has ridden out a series of scandals that ensnared several cabinet ministers, including last month's resignation of Economy Minister Akira",26145,2016-02-22 07:49:24,Reuters,"Japan's scandals, shaky economy erode Abe's support as polls loom",economy,,8.0,11.0,calibration,True
"France's economy showed signs of weakening this month, with a gauge of business activity falling to its lowest level in a year.",26148,2016-02-22 08:15:35,Bloomberg,French Economy's 'Sluggish' Growth Seen Persisting This Quarter,economy,,0.0,1.0,calibration,True
The retail trade report highlights the Canadian economy's softness in Q4 2015. Even if the country recorded more positive December,26158,2016-02-22 09:15:27,EconoTimes,Canadian economy likely remained flat or contracted slightly in Q4,economy,,0.0,0.0,calibration,True
"In Germany, manufacturing took a hit from falling overseas demand, while the composite gauge for France signalled """"""sluggish"""""" economic",26161,2016-02-22 09:28:23,Bloomberg,Europe's Weak Economy Feels the Strains of the Global Slowdown,economy,,4.0,4.0,calibration,True
The progress that we are making in terms of the township economy revitalisation. Announce some of the new measures that are going to be,26162,2016-02-22 09:30:28,South African Broadcasting Corporation,Makhura set to unveil measures to strengthen economy,economy,,0.0,0.0,calibration,True
International experts on Monday suggested that Nepal should promote and implement &quot;Green economy&quot; in the country to graduate from a Least,26173,2016-02-22 09:49:31,Business Standard,Nepal suggested to adopt 'Green Economy' policy,economy,,,0.0,calibration,True
"Informal employment has reached almost 15 million, or 21.2 percent of the workforce, and continues to rise unchecked. The Russian",26172,2016-02-22 10:03:25,Russia Beyond the Headlines,Medvedev takes action to limit growth of Russia's gray economy,economy,,1.0,1.0,calibration,True
"TOKYO -- Bank lending is surging in China, despite the country's economic slowdown. The People's Bank of China, the country's central bank,",26165,2016-02-22 10:05:26,Nikkei Asian Review,"Beijing tries to kill 'zombies,' keep economy alive",economy,0.0,0.0,0.0,calibration,True
"The Chinese have been moving money abroad at record levels as China's economy continues to slow, boosting real estate prices around the",26176,2016-02-22 10:23:24,Voice of America,Chinese Move Money Abroad as Economy Slows,economy,,1.0,2.0,calibration,True
"As Ben Casselman noted at FiveThirtyEight, in 1952, a whopping 470 work stoppages happened across the American economy. Fast forward",26178,2016-02-22 10:37:26,The Week Magazine,The economy is very peaceful today. That's bad news.,economy,,0.0,0.0,calibration,True
HYDERABAD: The NDA government under- estimated the problems in the economy it had inherited and is doing its best to bring it back on,26177,2016-02-22 10:40:24,Economic Times,Government under-estimated how bad the economy was: Mohandas ...,economy,,4.0,10.0,calibration,True
"Ending passport-free travel could cost the European Union's economy as much as 1.4 trillion euros ($1.55 trillion) over the next decade,",26186,2016-02-22 10:54:25,Bloomberg,Border-Closing Costs to EU Economy Tallied as Merkel Stands Firm,economy,,,0.0,calibration,True
One of the most important economic debates of the day is how to achieve more economic growth that reaches more people. Breaking it down,26188,2016-02-22 11:05:24,Washington Post,The path to inclusive growth: Raising the economy's speed limit by ...,economy,,,0.0,calibration,True
"The country is already facing several economic issues, like low commodity prices, political uncertainty and the ongoing bribery scandal",26185,2016-02-22 11:09:24,Latin Post,How the Zika Virus Impacts the Latin America Economy,economy,,0.0,0.0,calibration,True
"In the first part of a special series, the Financial Times investigates the economic scenarios for the UK if voters on June 23 opt for """"""Brexit"""""",",26198,2016-02-22 12:06:23,Financial Times,the economic consequences of Brexit,economy,,,24.0,calibration,True
"SEVEN years after the global financial crisis erupted in 2008, the world economy continued to stumble in 2015. According to the United",26195,2016-02-22 12:38:25,Shanghai Daily (subscription),"Despite torrent of liquidity, real economy in developed countries left ...",economy,0.0,0.0,0.0,calibration,True
Ford CEO Mark Fields says the 112-year-old company is tripling its investment in new technologies that will ultimately lead to self-driving,26200,2016-02-22 12:51:26,ABC News,"Ford CEO Looks to Autonomous Cars, Sharing Economy",economy,,1.0,1.0,calibration,True
"I think everybody is nervous with our economy,"""""" said Jason Glass of High River, who's hoping for a big sponsorship this year. """"""It's gonna be",26204,2016-02-22 12:59:29,Calgary Herald,Stampede working to round up tarp auction bidders amid faltering ...,economy,,,4.0,calibration,True
"Steve Englander, head of G10 FX strategy at Citi, met with clients in Asia last week and found that almost everyone was down on the global economy.",26202,2016-02-22 13:31:24,Business Insider,Almost everyone this top Citi strategist talked to in Asia thinks the ...,economy,4.0,7.0,9.0,calibration,True
The global economy will continue to grow. but more slowly and with more risks. Uncertainty about China remains and recovery in advanced,26210,2016-02-22 13:34:27,FXStreet,The global economy will continue to grow. but more slowly and with ...,economy,,,0.0,calibration,True
"Argentina will be an interesting country for investors to watch in 2016. Like the rest of Latin America, Argentina faces a difficult external",26212,2016-02-22 14:01:23,Forbes,Will Argentina's Economy Finally Start To Recover In 2016?,economy,,5.0,6.0,calibration,True
Finance Minister Bill Morneau is expected to reveal the date of the federal budget when he updates Canadians on the state of the economy,26221,2016-02-22 14:15:24,CBC.ca,Bill Morneau to reveal budget date in updating Canadians on ...,economy,,,5.0,calibration,True
"whispering Flickr/Brian Smithson&quot;There is stress in the online lending market, which may or may not be bad for the US economy. Either way",26220,2016-02-22 14:21:23,Business Insider,The online lending market might be telling us something troubling ...,economy,,5.0,8.0,calibration,True
"For 24 years, Adelanto tried unsuccessfully to sustain its economy through prisons, but now it will be hosting a very different kind of",26226,2016-02-22 15:24:25,Mintpress News (blog),"California Town Ditches Prison Economy, Embraces Cannabis Farms",economy,2.0,4.0,4.0,calibration,True
"Salisbury University's impact on the Eastern Shore economy is approaching half a billion dollars annually and supports almost 3,300 local jobs,",26227,2016-02-22 15:36:29,Delmarva Daily Times,SU contributes over $480M to local economy,economy,1.0,2.0,2.0,calibration,True
"He says Gauteng contributes 35 percent to the country's economy, even under tough times. The premier reflected on the global economic crisis",26369,2016-02-23 05:16:27,Eyewitness News,'Gauteng contributes 35% to SA's economy',economy,0.0,1.0,1.0,calibration,True
"Economic growth expectations in South Africa, which accounts for 59 percent of Imperial's revenue, have been damped by a severe drought,",26385,2016-02-23 06:35:24,Bloomberg,Imperial of South Africa Sees Profit Unchanged as Economy Weighs,economy,,1.0,1.0,calibration,True
"President Pranab Mukherjee, in his address to a joint session of Parliament, called upon all MPs to discharge their responsibilities in a spirit of",26391,2016-02-23 07:01:26,The Hindu,"Indian economy a haven of stability, says Pranab",economy,18.0,20.0,20.0,calibration,True
"New Delhi: Describing India as &quot;a haven of stability&quot; in a turbulent global economy, President Pranab Mukherjee on February 23 said the",26392,2016-02-23 07:08:26,Deccan Chronicle,Indian economy a haven of stability: Pranab Mukherjee,economy,0.0,0.0,0.0,calibration,True
"NEW DELHI: Describing India as &quot;a haven of stability&quot; in a turbulent global economy, President Pranab Mukherjee today said the government",26396,2016-02-23 07:24:25,Economic Times,"Indian economy a haven of stability, says President Pranab Mukherjee",economy,,5.0,20.0,calibration,True
"President: Indian economy a haven of stability making India the world's fastest growing economy among large economies, President said.",26398,2016-02-23 07:27:28,Hindu Business Line,President: Indian economy a haven of stability,economy,,0.0,2.0,calibration,True
"ASTANAFeb 23 Kazakhstan's economy, hit by a collapse in global oil and metals prices, is expected to grow 0.5 percent in 2016, down from a",26407,2016-02-23 07:47:25,Reuters,Kazakh economy seen growing 0.5 pct in 2016 - econ minister,economy,,,5.0,calibration,True
LONDON The bosses of a third of Britain's biggest companies warned on Tuesday that an exit from the European Union would put the economy,26405,2016-02-23 08:06:24,Reuters,British bosses say exit from EU would hit economy and jobs,economy,,25.0,29.0,calibration,True
"Yesterday at the Gauteng State of the Province Address, Premier David Makhura reiterated his commitment to revitalise the township economy,",26408,2016-02-23 08:08:25,CNBCAfrica.com,Revitalising the township economy,economy,,0.0,0.0,calibration,True
The bosses of a third of Britain's biggest companies warned on Tuesday that an exit from the European Union would put the economy at risk,26403,2016-02-23 08:13:30,Irish Independent,British bosses say exit from EU would hit economy and jobs,economy,0.0,0.0,0.0,calibration,True
The bosses of a third of Britain's biggest companies warned on Tuesday that an exit from the European Union would put the economy at risk,26411,2016-02-23 08:39:23,Fortune,British Bosses Say Brexit Would Hurt Economy and Imperil Jobs,economy,,0.0,0.0,calibration,True
"The junta, which took power following a May 2014 coup, has struggled to revive Southeast Asia's second-largest economy amid falling exports",26418,2016-02-23 09:36:23,Reuters,"Former Thai PM Thaksin warns on economy, says no deal with military",economy,,,13.0,calibration,True
"TOKYO -- The Chinese economy was hit by slowing growth, tumbling stock prices and other disturbances in 2015, causing disruptions in the",26420,2016-02-23 10:02:27,Nikkei Asian Review,"Chinese economy needs bold action, reform of state-owned ...",economy,0.0,0.0,0.0,calibration,True
Global stock markets rose Monday as investors looked to this week's meeting of finance ministers from major economies for reassurance about,26419,2016-02-23 10:03:24,Yahoo Finance UK,Worries about global economy send German optimism lower,economy,2.0,2.0,2.0,calibration,True
"Economy, strong yen defuse 'explosive' Chinese shopping in Japan Chinese tourists pack their shopping into a suitcase at a department store",26598,2016-02-23 22:00:25,Japan Today,"Economy, strong yen defuse 'explosive' Chinese shopping in Japan",economy,,,9.0,calibration,True
It looks like many will face a difficult choice when they decide how to vote in the EU referendum on 23 June. That is the implication of new,26597,2016-02-23 22:10:24,The Independent,EU referendum: Economy will be decisive in making voters' minds up,economy,,2.0,2.0,calibration,True
"Two important economic reports came out today at 10 a.m. One had relatively good news, while the other was a definite downer. At 2:43 p.m.,",26610,2016-02-23 22:55:28,NewsBusters (blog),"At AP, Economy's Good-News Story Sticks Around; Bad News ...",economy,,,1.0,calibration,True
"A drop in oil prices should be good for both markets and the real economy, but that is not turning out to be true this time. What does this mean",26620,2016-02-23 23:51:26,OilPrice.com,"Is Oil Pushing Down The Economy, Or The Other Way Around?",economy,,1.0,1.0,calibration,True
SINGAPORE - Singapore's economic prospects have softened since the start of this year amid a sharp fall in oil prices and global financial,26623,2016-02-24 00:01:26,The Straits Times,"Singapore economy grew 2% in 2015, slowest rate of growth since ...",economy,,7.0,11.0,calibration,True
"SINGAPORE """""" The Singapore economy grew by 2 per cent last year, the weakest annual growth since 2009 when the economy was hit by the",26624,2016-02-24 00:05:28,TODAYonline,S'pore economy grew 2% in 2015; weakest annual growth since 2009,economy,,4.0,7.0,calibration,True
It is a drag on our economy and a drain on family budgets. For many households the cost of care for their young members can amount to a,26627,2016-02-24 00:25:24,The Independent,Full provision of free childcare would boost the economy,economy,,2.0,2.0,calibration,True
Code.org founder Ali Partovi discusses why tech CEOs are asking Congress to rethink a new visa law. He speaks with Bloomberg's Emily,26632,2016-02-24 00:35:30,Bloomberg,Tech Leaders Say New Visa Law Is Bad for the Economy,economy,,,0.0,calibration,True
"The Central Bank of Nigeria (CBN), yesterday, said that the total credit granted to the nation's economy as of June 30, 2015 stood at N14.7",26631,2016-02-24 00:39:29,Daily Sun,"Credit to domestic economy stands at N14trn, says CBN gov",economy,,,1.0,calibration,True
"The digitization of everything is embodied for many in the share economy and its manifestations, such as Uber. But as far as Scott Amyx is",26636,2016-02-24 01:10:24,SiliconANGLE (blog),The personal empowerment economy: My data for my benefit ...,economy,,0.0,0.0,calibration,True
"""""""The spending indicators that we have in hand for January point to a pickup in economic growth this quarter,"""""" said Fischer, who used to run the",26637,2016-02-24 01:31:25,MarketWatch,Fed's Fischer: Market selloff may not leave imprint on economy,economy,3.0,4.0,5.0,calibration,True
 central bank would be careful not to jump to premature conclusions about the impact of global financial developments on the U.S. economy.,26639,2016-02-24 01:49:24,CNBC,Fischer: Too early to assess hit from market volatility,economy,10.0,15.0,15.0,calibration,True
"However, the party appears to focused on an even more controversial goal: boosting state control of the economy. One of the main obstacle for",26778,2016-02-24 14:42:24,EUobserver,Poland seeks to boost state control of economy,economy,,4.0,4.0,calibration,True
"Britain's """"""strong economic performance"""""" is at risk from high property prices and the looming referendum on whether to leave the European",26786,2016-02-24 15:24:28,Bloomberg,"'Brexit,' House Prices Loom Over British Economy, IMF Says",economy,1.0,1.0,1.0,calibration,True
"BEIJING, Feb. 24 (Xinhua) -- A Chinese Foreign Ministry spokesperson on Wednesday said China's economy has entered a new stage of",26785,2016-02-24 15:29:27,Shanghai Daily (subscription),China's restructuring to give more impetus to world economy: FM,economy,0.0,0.0,0.0,calibration,True
"While some of this can be attributed to falling prices for commodities and energy, much of the decline is pinned on China's economy, which last",26787,2016-02-24 15:40:25,Bloomberg,China's New Economy Leads to Deepening Export Slump in Asia,economy,,0.0,1.0,calibration,True
"PHILIPPINE BANKS are likely to see a """"""solid"""""" performance this year as lenders will be able to ride on the economy's robust expansion,",26795,2016-02-24 16:04:29,BusinessWorld Online Edition,Economy's strength to buoy banks,economy,,,0.0,calibration,True
China faces pressure to reassure nerve-wracked world markets over how it is steering its slowing economy and managing its currency at,26942,2016-02-25 06:04:24,ABC News,China Facing Pressure to Reassure on Economy at G20 Meeting,economy,,2.0,3.0,calibration,True
"Further pain for US small-cap stocks suggests investors are downgrading prospects for the economy this year. The Russell 2000, a benchmark",26969,2016-02-25 08:19:24,Financial Times,Worries rise for US economy as small-cap stocks languish,economy,,1.0,1.0,calibration,True
"Poor folk cry the lack of economic opportunities and bad service delivery, middle-class folk cry corruption, while the rich sigh at the price of",26976,2016-02-25 08:24:24,AllAfrica.com,"South Africa: What Came First, the Struggling Economy or a ...",economy,,3.0,11.0,calibration,True
"The final reading confirms that Spain's economy grew by 3.5 per cent in 2015, according to the final figures from INE, the national statistics",26979,2016-02-25 08:26:25,Financial Times,EconomySpain's economy grows by 0.8% in 4Q 2015,economy,,,1.0,calibration,True
Federal Reserve Bank of San Francisco President John Williams speaks about the central bank's approach to monetary policy and the U.S,27126,2016-02-25 21:14:26,Bloomberg,"Fed's Williams Speaks on Monetary Policy, Economy",economy,,,0.0,calibration,True
"The annual Union Bank Small Business Economic Survey found """"""The feelings of uncertainty about the national economy reflected in the",27155,2016-02-25 23:27:28,fox5sandiego.com,Small business owners pessimistic about national economy,economy,,0.0,0.0,calibration,True
While Mr Carney stressed that central banks had not run out of ammunition and could still &quot;buy time&quot; for economies to reform and find new,27160,2016-02-26 00:07:24,Telegraph.co.uk,Mark Carney lays down growth challenge as storm clouds gather ...,economy,0.0,0.0,0.0,calibration,True
Britain's economy leaned heavily on consumer spending drive its the feeble outlook for growth and a variety of economic uncertainties since,27161,2016-02-26 00:14:26,Reuters UK,UK consumers least confident in over a year on economic ...,economy,1.0,1.0,1.0,calibration,True
The Reformed Broker has an entertaining if misleading rant about how it is that abundance is entirely destroying our economy. Let's leave,27302,2016-02-26 11:43:24,Forbes,"Economic Abundance Isn't Killing Us, It's The Whole Darn Point",economy,,,10.0,calibration,True
"The man who arguably founded modern economic theory, the 18th-century Scottish philosopher Adam Smith, popularized the idea that barter",27298,2016-02-26 11:54:24,The Atlantic,The Myth of the Barter Economy,economy,,,6.0,calibration,True
The second estimate for US GDP growth in the fourth quarter will cross the tape at 8:30 a.m. ET. Expectations are the pace of growth in the final quarter of 2015,27304,2016-02-26 12:07:26,Business Insider,It's a super busy morning for the US economy  here's what you ...,economy,,8.0,11.0,calibration,True
Liquor baron Vijay Mallya resigned from his post as chairman of United Spirits on Thursday which is controlled by Diageo Plc. Diageo will pay,27305,2016-02-26 12:08:28,Daily News & Analysis,Here's how much Vijay Mallya owes the India economy,economy,,4.0,8.0,calibration,True
"Eritrea looks to build mining sector to kick-start economy. It expects to have four mines in operation by 2018 producing gold, copper, zinc and",27307,2016-02-26 12:47:30,Eyewitness News,Eritrea looks to build mining sector to kick-start economy,economy,0.0,0.0,0.0,calibration,True
"It was a clear day but cool, as apt an economic metaphor as you will find in any weather pattern in America right now. There was no bunting.",27311,2016-02-26 12:51:25,Washington Post,Joe Biden is optimistic about the economy  to a point,economy,,,2.0,calibration,True
"Last night Mark Carney, governor of the Bank of England, issued a stark warning about the future of capitalism. Here is what he said: """"""The",27321,2016-02-26 13:20:28,Channel 4 News (blog),Mark Carney's last chance saloon warning on the global economy,economy,,,17.0,calibration,True
"Trump's economic program centers on a raft of big tax cuts. Most individuals would see their rates fall, with the greatest gains for the wealthy.",27310,2016-02-26 13:27:24,International Business Times,Donald Trump Economics: Will His Presidency Make The American ...,economy,0.0,1.0,2.0,calibration,True
"The Commerce Department says the gross domestic product, the broadest measure of economic health, grew at an annual rate of 1 percent in",27312,2016-02-26 13:31:25,ABC News,US Economy Grew at Better 1 Percent Rate in Fourth Quarter,economy,0.0,1.0,2.0,calibration,True
The economy wasn't as feeble as believed late last year as businesses throttled back stockpiling less than initially estimated. The nation's gross,27320,2016-02-26 13:37:24,USA TODAY,Economy was stronger than believed in Q4,economy,,16.0,19.0,calibration,True
"The U.S. economy expanded at a more rapid clip than previously estimated in the final quarter of last year. Gross domestic product, the value of",27322,2016-02-26 13:39:28,CBS News,US economy increased 1percent in fourth quarter,economy,,0.0,0.0,calibration,True
The Economy Survey for 2015-16 tabled in the Parliament on Friday said increase in wages under the Seventh Pay Commission are unlikely to,27328,2016-02-26 13:57:27,Daily News & Analysis,Economy Survey: Increase in wages under 7th Pay Commission to ...,economy,,1.0,1.0,calibration,True
"U.S. economic growth slowed in the fourth quarter, but not as sharply as initially thought, with businesses less aggressive in their efforts to",27327,2016-02-26 14:13:25,Fortune,The Economy Grew More Than We Thought,economy,0.0,1.0,1.0,calibration,True
"WASHINGTON (MarketWatch) """""" The annual pace of U.S. economic growth in the fourth quarter was marked up slightly to 1%, mainly because",27326,2016-02-26 14:20:40,MarketWatch,"US fourth-quarter growth raised to 1%, but economy still soft",economy,18.0,19.0,19.0,calibration,True
"The outcome will have profound consequences for U.S. economic policy, and thus for the global economy. As it stands, Hillary Clinton remains",27334,2016-02-26 14:21:24,MarketWatch,Opinion: How the next president will impact the global economy,economy,1.0,2.0,2.0,calibration,True
The fragile condition of the U.S. economy received an upgrade on Friday when the government said it grew at a 1% pace between October and,27335,2016-02-26 14:31:27,CNNMoney,US economy did less terribly than feared at end of 2015,economy,0.0,6.0,16.0,calibration,True
The economic confrontation between Russia and Turkey after Ankara's downing of a Russian warplane continues to &quot;inflict heavy damage on,27342,2016-02-26 14:36:27,Sputnik International,Heavy Burden: Russian Sanctions 'Will Permanently Damage ...,economy,,1.0,1.0,calibration,True
Gordhan condemns those who want to 'destabilise SA's economy'. Pravin Gordhan there is a group of people who are not interested in the,27343,2016-02-26 14:49:28,Eyewitness News,Gordhan condemns those who want to 'destabilise SA's economy',economy,0.0,3.0,3.0,calibration,True
"While the Bay Area's economy is booming, much of the wealth being created lands in the hands of the region's richest residents, according to a",27347,2016-02-26 15:01:27,San Francisco Chronicle,"As Bay Area economy booms, the rich get richer, study shows",economy,1.0,1.0,1.0,calibration,True
AGROWING economy in the midst of a global slowdown cannot but be viewed as positive when the country is as small as Malaysia. Last year,27453,2016-02-27 03:22:31,New Straits Times Online,Nation's positive economic outlook,economy,,,0.0,calibration,True
A British flag in front of Big Ben. The G20 finance ministers believe Britain leaving the EU would endanger the world economy. Photograph:,27461,2016-02-27 05:40:24,The Guardian,"Brexit 'could pose a risk to the world economy', says draft G20 ...",economy,,9.0,10.0,calibration,True
"France's Economy Minister, Emmanuel Macron, was bombarded with """"""erotic photos"""""" and messages from a 29-year-old law student who had",27463,2016-02-27 05:40:24,RT,Crush taken too far? Law student harasses French economy ...,economy,,,4.0,calibration,True
"SHANGHAI (AP) """""" China's premier has tried to quell anxiety about his slowing economy as officials at a global finance meeting called for",27468,2016-02-27 07:16:27,WTOP,China tries to reassure over economy at G20 meeting,economy,0.0,0.0,0.0,calibration,True
Global finance chiefs are stepping up their call for development lenders such as the World Bank to help support economic growth by further,27477,2016-02-27 07:37:35,Bloomberg,G-20 Seeks Infrastructure Push to Help Shore Up Global Economy,economy,,,1.0,calibration,True
India only ray of hope in world economy: PM Modi. The Prime Minister also said that the whole world is looking towards India to provide,27541,2016-02-27 19:57:24,The Indian Express,India only ray of hope in world economy: PM Modi,economy,,,2.0,calibration,True
"""""""Another crisis is certain, and the failure""""""to tackle the disequilibrium in the world economy makes it likely that it will come sooner rather than",27542,2016-02-27 20:02:24,Telegraph.co.uk,"World economy stands on the cusp of another crash, warns Lord ...",economy,,15.0,22.0,calibration,True
"Canterbury's economy is slipping down the national rankings, with the post earthquake construction boom easing, creating a drag on growth.",27566,2016-02-27 23:49:25,Stuff.co.nz,Canterbury's unemployment rate expected to climb as economy ...,economy,0.0,1.0,3.0,calibration,True
"Negative risks for the U.S. economy are on the rise, Federal Reserve Bank of New York President William Dudley said Monday in remarks that",28112,2016-03-01 04:31:25,Wall Street Journal,Fed's Dudley: Risks to Economy May Be Tilting 'Slightly' to Downside,economy,,0.0,0.0,selection,True
Fed's Dudley: Balance of risks to US economy 'slight tilt to downside'. Tue 1 Mar 2016 04:31:09 GMT. Author: Eamonn Sheridan | Category: Central Banks.,28113,2016-03-01 04:45:28,ForexLive,Fed's Dudley: Balance of risks to US economy 'slight tilt to downside',economy,0.0,1.0,1.0,selection,True
"They're looking to identify and promote policies that spur innovation, generate jobs and boost the economy while improving the environment",28117,2016-03-01 05:15:28,CTV News,Market-oriented group wants to speed up Canada's transition to ...,economy,,1.0,2.0,selection,True
One of the Federal Reserve's top policymakers has warned of increased risks to US growth and flagged up a troubling fall in inflation,28118,2016-03-01 05:20:25,Financial Times,Fed's Dudley sounds warning on US economy,economy,,,9.0,selection,True
"Cape Town - The ailing economy faces tough times, with Deputy President Cyril Ramaphosa and economy cluster ministers expected to quell",28120,2016-03-01 05:41:31,Independent Online,SA economy: Ramaphosa to quell fires?,economy,0.0,1.0,1.0,selection,True
"The RBA did what everyone expected them to do when it kept the cash rate steady at 2 per cent on Tuesday, but disappointed with no news on",28128,2016-03-01 07:13:27,The Australian Financial Review,Relaxed RBA plays wait and see on economy,economy,0.0,0.0,0.0,selection,True
"But, as today's PMI data showed, China's economic transition is in trouble. That, according to Steven Sun, HSBC's head of Hong Kong and",28138,2016-03-01 07:43:25,Business Insider,HSBC: The latest Chinese central bank moves won't revive the ...,economy,,13.0,13.0,selection,True
"All of this doom and gloom is dragging down the economy (and even the stock market), some argue. It makes people feel worse off than they",28142,2016-03-01 08:27:28,WPTZ The Champlain Valley,"Is negativity from Trump, Sanders hurting the economy?",economy,0.0,0.0,0.0,selection,True
"Indonesia's economy may grow around 5 per cent in the first quarter from a year earlier, a senior official at the national planning ministry said",28148,2016-03-01 08:32:28,Channel News Asia,Indonesia's economy expected to grow 5%: Official,economy,,,4.0,selection,True
"All of this doom and gloom is dragging down the economy (and even the stock market), some argue. It makes people feel worse off than they",28144,2016-03-01 08:36:25,WVTM13,"Is negativity from Trump, Sanders hurting the economy?",economy,,0.0,0.0,selection,True
"Although highlighting the strength of the economic recovery, the 89-page report criticises the lack of funding in education, the high cost of",28149,2016-03-01 08:39:28,Irish Independent,European Commission releases 'remarkable' rebound of economy ...,economy,,,0.0,selection,True
